,date,client_id,gmv
25,2021-09-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
26,2021-09-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
27,2021-09-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
28,2021-09-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
29,2021-09-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
30,2021-09-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
31,2021-09-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
32,2021-10-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
33,2021-10-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
34,2021-10-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
35,2021-10-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
36,2021-10-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
37,2021-10-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
38,2021-10-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
39,2021-10-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
40,2021-10-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
41,2021-11-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
42,2021-11-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
43,2021-10-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
44,2021-11-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
45,2021-11-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
46,2021-08-11,321d74a7-c2d1-4858-b386-a19b96b9ac6d,135818.93
47,2021-08-18,321d74a7-c2d1-4858-b386-a19b96b9ac6d,172262.35
48,2021-08-24,321d74a7-c2d1-4858-b386-a19b96b9ac6d,191880.67
49,2021-11-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
50,2019-06-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
51,2019-06-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
52,2019-06-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
53,2019-06-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
54,2019-06-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
55,2019-06-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
56,2019-06-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
57,2019-06-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
58,2019-06-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
59,2019-06-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
60,2019-06-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
61,2019-06-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
62,2019-06-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
63,2019-06-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
64,2019-06-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
65,2019-06-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
66,2019-06-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
67,2019-06-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
68,2019-06-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
69,2019-06-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
70,2019-06-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
71,2019-06-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
72,2019-06-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
73,2019-06-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
74,2019-06-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
75,2019-06-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
76,2019-06-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
77,2019-06-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
78,2019-06-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
79,2019-06-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
80,2019-07-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
81,2019-07-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
82,2019-07-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
83,2019-07-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
84,2019-07-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
85,2019-07-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
86,2019-07-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
87,2019-07-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
88,2019-07-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
89,2019-07-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
90,2019-07-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
91,2019-07-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
92,2019-07-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
93,2019-07-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
94,2019-07-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
95,2019-07-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
96,2019-07-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
97,2019-07-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
98,2019-07-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
99,2019-07-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
100,2019-07-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
101,2019-07-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
102,2019-07-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
103,2019-07-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
104,2019-07-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
105,2019-07-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
106,2019-07-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
107,2019-07-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
108,2019-07-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
109,2019-07-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
110,2019-07-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
111,2019-08-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
112,2019-08-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
113,2019-08-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
114,2019-08-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
115,2019-08-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
116,2019-08-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
117,2019-08-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
118,2019-08-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
119,2019-08-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
120,2019-08-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
121,2019-08-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
122,2019-08-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
123,2019-08-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
124,2019-08-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
125,2019-08-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
126,2019-08-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
127,2019-08-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
128,2019-08-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
129,2019-08-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
130,2019-08-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
131,2019-08-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
132,2019-08-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
133,2019-08-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
134,2019-08-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
135,2019-08-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
136,2019-08-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
137,2019-08-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
138,2019-08-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
139,2019-08-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
140,2019-08-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
141,2019-08-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
142,2019-09-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
143,2019-09-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
144,2019-09-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
145,2019-09-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
146,2019-09-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
147,2019-09-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
148,2019-09-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
149,2019-09-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
150,2019-09-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
151,2019-09-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
152,2019-09-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
153,2019-09-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
154,2019-09-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
155,2019-09-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
156,2019-09-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
157,2019-09-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
158,2019-09-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
159,2019-09-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
160,2019-09-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
161,2019-09-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
162,2019-09-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
163,2019-09-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
164,2019-09-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
165,2019-09-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
166,2019-09-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
167,2019-09-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
168,2019-09-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
169,2019-09-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
170,2019-09-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
171,2019-09-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
172,2019-10-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
173,2019-10-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
174,2019-10-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
175,2019-10-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
176,2019-10-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
177,2019-10-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
178,2019-10-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
179,2019-10-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
180,2019-10-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
181,2019-10-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
182,2019-10-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
183,2019-10-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
184,2019-10-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
185,2019-10-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
186,2019-10-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
187,2019-10-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
188,2019-10-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
189,2019-10-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
190,2019-10-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
191,2019-10-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
192,2019-10-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
193,2019-10-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
194,2019-10-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
195,2019-10-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
196,2019-10-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
197,2019-10-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
198,2019-10-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
199,2019-10-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
200,2019-10-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
201,2019-10-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
202,2019-10-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
203,2019-11-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
204,2019-11-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
205,2019-11-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
206,2019-11-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
207,2019-11-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
208,2019-11-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
209,2019-11-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
210,2019-11-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
211,2019-11-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
212,2019-11-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
213,2019-11-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
214,2019-11-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
215,2019-11-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
216,2019-11-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
217,2019-11-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
218,2019-11-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
219,2019-11-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
220,2019-11-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
221,2019-11-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
222,2019-11-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
223,2019-11-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
224,2019-11-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
225,2019-11-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
226,2019-11-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
227,2019-11-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
228,2019-11-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
229,2019-11-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
230,2019-11-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
231,2019-11-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
232,2019-11-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
233,2019-12-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
234,2019-12-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
235,2019-12-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
236,2019-12-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
237,2019-12-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
238,2019-12-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
239,2019-12-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
240,2019-12-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
241,2019-12-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
242,2019-12-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
243,2019-12-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
244,2019-12-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
245,2019-12-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
246,2019-12-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
247,2019-12-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
248,2019-12-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
249,2019-12-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
250,2019-12-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
251,2019-12-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
252,2019-12-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
253,2019-12-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
254,2019-12-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
255,2019-12-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
256,2019-12-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
257,2019-12-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
258,2019-12-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
259,2019-12-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
260,2019-12-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
261,2019-12-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
262,2019-12-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
263,2019-12-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
264,2020-01-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
265,2020-01-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
266,2020-01-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
267,2020-01-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
268,2020-01-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
269,2020-01-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
270,2020-01-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
271,2020-01-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
272,2020-01-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
273,2020-01-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
274,2020-01-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
275,2020-01-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
276,2020-01-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
277,2020-01-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
278,2020-01-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
279,2020-01-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
280,2020-01-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
281,2020-01-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
282,2020-01-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
283,2020-01-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
284,2020-01-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
285,2020-01-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
286,2020-01-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
287,2020-01-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
288,2020-01-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
289,2020-01-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
290,2020-01-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
291,2020-01-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
292,2020-01-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
293,2020-01-30,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
294,2020-01-31,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
295,2020-02-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
296,2020-02-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
297,2020-02-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
298,2020-02-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
299,2020-02-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
300,2020-02-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
301,2020-02-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
302,2020-02-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
303,2020-02-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
304,2020-02-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
305,2020-02-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
306,2020-02-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
307,2020-02-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
308,2020-02-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
309,2020-02-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
310,2020-02-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
311,2020-02-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
312,2020-02-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
313,2020-02-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
314,2020-02-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
315,2020-02-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
316,2020-02-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
317,2020-02-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
318,2020-02-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
319,2020-02-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
320,2020-02-26,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
321,2020-02-27,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
322,2020-02-28,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
323,2020-02-29,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
324,2020-03-01,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
325,2020-03-02,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
326,2020-03-03,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
327,2020-03-04,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
328,2020-03-05,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
329,2020-03-06,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
330,2020-03-07,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
331,2020-03-08,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
332,2020-03-09,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
333,2020-03-10,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
334,2020-03-11,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
335,2020-03-12,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
336,2020-03-13,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
337,2020-03-14,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
338,2020-03-15,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
339,2020-03-16,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
340,2020-03-17,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
341,2020-03-18,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
342,2020-03-19,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
343,2020-03-20,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
344,2020-03-21,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
345,2020-03-22,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
346,2020-03-23,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
347,2020-03-24,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
348,2020-03-25,f9922baa-3b8f-4628-aba7-bfd631ed6876,0.0
