,contract_id,starts_on,company_id,first_disb_date,grace_period_days,max_disposition_percentage,projection_uuid,projected_financing_days,principal_amount,take_rate,min_daily_payment,max_daily_payment,disbursement_fee,blended_contract_id,projection_method,payment_model,product_type,platforms,sat_conn
0,96d82727-bf84-461d-8865-c8fd44756656,2021-11-09,ccec5a3c-6782-43f2-94e7-e67806266c8b,2021-11-10,60,1.0,ac29f9a3-2d78-4314-ba6f-3726c68b3558,180,8000000.0,0.0,60000.0,60000.0,0.1,,,fixed-payments,working-capital,2,1
1,ccdd3310-c113-48e5-8e29-44f4144e52db,2022-04-01,eed9eecf-0368-4bdd-8bf4-7af5d020b577,2022-04-11,30,0.34,8387f61e-afce-4521-b757-ffaa53a955c0,270,2000000.0,0.18,7500.0,11000.0,0.107,,,revenue-based-capped,working-capital,2,1
2,707cf953-e332-476a-9daf-3f5ba2646482,2021-12-01,656583a6-47fa-4164-9369-3e70f91b03ba,2021-12-08,30,1.0,54a41f75-abda-4dd8-8530-d9eca797291b,120,12000000.0,0.0,108650.0,108650.0,0.0745,,,fixed-payments,working-capital,1,1
3,69ffdc3f-9076-4822-bad8-4d3ad64273e0,2021-11-09,e8b94d3b-9e55-4b40-9dcc-d26883a6d235,2021-11-12,30,0.35,a7aa2f25-6030-426e-b50e-d70649aa54d8,270,1000000.0,0.255,4620.0,6700.0,0.135,76b172ec-4b5e-4779-b048-4b1c112a2db6,,revenue-based-capped,working-capital,1,1
4,1d881bc8-79a4-44ea-a737-0a81682ebca3,2021-11-01,1e48d4fc-ca77-4dd1-b927-68ea77611014,2021-11-03,45,0.3333,f023cdb1-48df-4a05-9b49-1b2deda5cf14,300,1500000.0,0.14,5870.0,7100.0,0.114,,,revenue-based-capped,working-capital,1,1
5,6d70eb2a-a1f5-4ad3-9ef3-39ef779a5287,2021-11-11,f5f8ea69-a24a-405d-95e0-906098fc65f8,,30,0.25,c23a73c7-bf9c-4b90-aeb1-8e59e6bd85ed,210,600000.0,0.09,3550.0,6020.0,0.1,203c4177-e6fe-4928-a986-5acb4b376198,,revenue-based-capped,working-capital,0,1
6,768e5e29-4576-43bd-887a-ac5d976273da,2022-02-04,4d353740-92ad-4bb0-9cb6-924722752869,2022-03-15,30,0.3,a668e114-a846-4384-a1a6-6a9af0e78338,300,210000.0,0.0,1450.0,1450.0,0.12,df451aa0-03c6-4864-a75b-bd3654541eb4,,fixed-payments,working-capital,1,0
7,06ab117b-1878-4ab0-8772-4d6c9b8462da,2022-03-31,06e9c874-f5e1-4f43-a153-1cfb1a166970,2022-04-13,30,0.4,4de41c33-9d06-4a61-80c5-cb8f31092140,270,1500000.0,0.0,7000.0,7000.0,0.108,,,fixed-payments,working-capital,2,1
8,151457f5-b560-48cf-b5e1-fd4a11b3afa6,2022-04-27,5184d8f8-894d-417a-81fa-27196315db69,2022-04-29,45,0.4,3a3a8176-6ecc-4b06-a4db-73fd17f83963,300,25000000.0,0.0,111402.0,111402.0,0.1175,,cs,fixed-payments,working-capital,3,1
9,66a2e899-2880-40e6-9dac-39d109294e6b,2022-07-11,853b8353-7714-4c6d-8524-71071e59d25d,,60,0.5,112f73c7-c9c1-4a01-a0da-636e95c5b890,360,1680000.0,0.0,10270.0,10270.0,0.119,50f74dd0-7331-409a-952a-6edadfdada74,rp,fixed-payments,working-capital,2,1
10,d80c37c7-5377-4cb5-ab9e-04a6633831ef,2022-07-19,b9e7a320-64fb-4f7e-a3a7-c5aec46665c1,2022-07-28,30,0.34,55c0d713-e0be-43d2-ac12-61c60eebe09b,270,3500000.0,0.168,14000.0,21000.0,0.107,,rp,revenue-based-capped,working-capital,1,1
11,685e0fd7-dae3-492b-a4ee-24afa404bb45,2022-03-31,b7e232c6-462e-4b0d-9f7a-c4135d67c825,2022-04-12,30,0.35,791e11b7-a9a8-48f4-bfa9-1e21ef3a23bf,270,2000000.0,0.0,9250.0,9250.0,0.104,,,fixed-payments,working-capital,1,1
12,8c7e38dc-c240-42ac-a6df-056bdff6b4bd,2022-01-20,daf49023-137c-4c90-9049-f5917fb7a673,2022-01-27,30,0.5,79b74766-ccad-4fa0-926a-ac7639986209,150,5000000.0,0.0,30581.11,30581.11,0.087,,,fixed-payments,working-capital,1,1
13,be0ef56e-07e7-4c0a-bc8a-39ad3565b118,2022-07-06,3b0c991e-3b7c-44f5-afdb-1b539bfaaf00,2022-07-13,30,0.4,65562ffb-3a23-4b61-a755-d86af9547055,270,1600000.0,0.205,6700.0,8100.0,0.109,,rp,revenue-based-capped,working-capital,1,1
14,6cd3272e-572c-4fd7-9401-11e6b33987e3,2022-04-27,cbb24128-21c4-48ed-9438-ad9115a683e4,2022-05-23,30,0.25,edcbbe6a-81f0-4773-bd88-1fc22ae62cb6,270,350000.0,0.0,1650.0,1650.0,0.125,,sp,fixed-payments,working-capital,1,1
15,c19e8ba3-0e72-4cf7-bb5c-ab7dd5417138,2021-12-17,dc9a7a7a-f7de-490c-aa22-f932e0d4199a,2021-12-28,60,0.6,ce8e6e61-344a-4c3d-92d9-8f91f08be555,210,15000000.0,0.29,80000.0,100000.0,0.1035,,,revenue-based-capped,working-capital,1,1
16,2a9410dd-56a3-47fb-9713-f34b7e6c1bfc,2022-07-28,0cf86650-e944-41dc-9e19-8b2ee32dae9b,,30,0.25,cc125ea0-eb28-4519-ba2e-2e1385c97e89,240,700000.0,0.0,3660.0,3660.0,0.097,,rp,fixed-payments,working-capital,2,1
17,b5cae3a9-dd2e-41c2-b0ea-de5982b282bd,2022-01-26,2cbf8375-e0aa-4bbb-b619-86a51ea971b6,2022-02-04,30,0.5,fa982de5-664b-4d55-89ed-ca2232d7ac2b,180,1000000.0,0.24,11500.0,15600.0,0.114,6c173e1d-a50b-4088-8f73-d2594ae40287,,revenue-based-capped,working-capital,0,1
18,77441faf-27dc-42db-9f07-035e50ab89ca,2022-04-01,da3dacc1-571b-4595-a233-e872ea681692,2022-04-20,30,0.33,2fafbadb-4b71-48e4-b8e2-3d8f99191355,270,600000.0,0.145,2450.0,3200.0,0.1143,,,revenue-based-capped,working-capital,2,1
19,c78eb80d-ade2-4cc5-b220-3980050ab22b,2021-11-24,ee1570fe-5600-4293-a0f2-68d1c8f2d962,2021-11-29,30,0.33,aa9c2859-2978-4e2a-9bf7-ffd60aafa901,240,2900000.0,0.0,11000.0,11000.0,0.122,,,fixed-payments,working-capital,2,1
20,a542703a-092a-4a5e-96b7-55c77fae1fa2,2022-03-30,d5dc5f34-060b-4f1f-9921-845218ea0446,2022-04-13,30,0.35,193312bf-d7d9-420f-909f-25064fa1bc62,270,220000.0,0.019,940.0,1100.0,0.153,,,revenue-based-capped,working-capital,2,1
21,87ac7239-1fce-4ccb-9eab-eb7cad6f89b1,2021-10-28,ea0ac631-1e55-49f0-ad37-3e17c124fabb,2021-11-12,30,0.5,3b6c0e2b-da42-4fc1-91d4-fa3d15132c41,210,400000.0,0.25,1800.0,2200.0,0.14,,,revenue-based-capped,working-capital,1,1
22,8104b49b-769b-47da-86e3-5404351bc4f5,2022-07-12,40bccbbe-74e0-4271-af9f-39143b510de3,2022-07-19,30,0.3,78b70966-6f5c-4162-b9fd-e5b74fac8816,270,2100000.0,0.195,8750.0,11000.0,0.102,,rp,revenue-based-capped,working-capital,1,1
23,4567c94e-6619-470d-825f-1a41b9116964,2021-12-24,5f21b17f-84a0-4ce6-9357-8ee5abae6be6,,30,0.5,3b8e7ed5-6296-48e7-a0aa-39710eec8e89,150,700000.0,0.0,4450.0,4450.0,0.09,,,fixed-payments,working-capital,3,1
24,ad3a06c4-2d3d-4b9e-ad93-b425ae019fbf,2022-02-09,90e7fe2b-1136-41fe-97c0-93059c1f4087,2022-02-17,30,0.5,06314c40-236d-4b52-a856-c512c44019ef,150,2500000.0,0.0,15200.0,15200.0,0.094,,,fixed-payments,working-capital,1,1
25,12fb24e3-7960-41c4-8d1b-c623292551a7,2021-11-29,e5e7e590-44b6-44c8-a9b2-61852b916d99,2021-12-03,30,0.25,2e64ab99-409b-4312-a7cd-d432cdfb3952,180,1000000.0,0.089,3365.0,4405.0,0.125,,,revenue-based-capped,working-capital,1,1
26,b58ffb34-27aa-49b1-a199-349f915f57b6,2021-11-11,c6530cf1-6942-4341-aa7a-36dfa3514de8,2021-11-12,30,1.0,aeceed09-389e-409b-bf19-918f1b3c1b92,90,3000000.0,0.0,52700.0,52700.0,0.054,,,fixed-payments,working-capital,2,1
27,78835b92-6fe8-4d6a-94fe-4cf9f72cd428,2022-04-19,7cf40ac6-9a2d-4455-a6a2-149b8fb3d8da,,30,0.25,69791b30-bebf-4364-9157-ce64b5f50bbc,330,54000.0,0.095,290.0,390.0,0.155,66c44b69-957d-45b1-b0f1-dd1efb03f982,,revenue-based-capped,working-capital,1,1
28,aeefcc29-2cf0-40b0-ad17-f4623160d72a,2022-07-20,0620e8a0-1bfb-4204-bc3a-bca0869c4a1e,2022-07-22,30,0.35,718b73f8-6100-4537-83a2-00fa3e7026e3,390,1200000.0,0.25,7800.0,8600.0,0.104,d56c5294-4ce7-4326-94a2-0488fa06a091,rp,revenue-based-capped,working-capital,3,1
29,7fee5e00-1282-4397-b15b-17414cc6f4c6,2022-07-12,58f40e9c-9289-4e5e-ab26-69b64a1c66e1,2022-07-20,30,0.25,3cb6c068-e8e6-4bfa-a0df-87f8a04bb60d,270,800000.0,0.0,3690.0,3690.0,0.106,,rp,fixed-payments,working-capital,2,1
30,343476c8-3115-4d4f-a8e6-2d7245f3e5e3,2021-11-30,9737c777-fd37-4aba-a2ab-81f982b32589,2021-12-08,30,0.5,1081c0ea-1f17-40b1-b3ac-9751c51ababd,180,5000000.0,0.35,24000.0,31200.0,0.1025,,,revenue-based-capped,working-capital,1,1
31,f1ee508f-7920-41ed-8cea-715147588629,2022-01-14,4739ef41-2326-456b-a540-e34d7cc908a8,2022-01-24,30,0.3333,475e9c94-ad27-4caa-8beb-9667aef2cd70,270,3000000.0,0.33,12700.0,17000.0,0.1,,,revenue-based-capped,working-capital,1,1
32,7b1f4f74-babd-4d27-9fb0-8c53c9115065,2021-12-25,f8426154-e4bf-4174-9079-25080c3547e8,2022-01-04,45,0.45,bccdf924-cd64-47b1-afd1-a60c8064ef34,150,1200000.0,0.194,5800.0,7700.0,0.11,,,revenue-based-capped,working-capital,1,1
33,b8f49522-c1b0-4ce9-a1a0-0ecbf418dfa0,2022-02-07,ba6be55d-f4a6-4bcf-80f1-039f3e726d0d,2022-02-16,30,0.5,0ff30f45-a696-408a-abb0-79240efd9e16,180,20000000.0,0.0,105291.43,105291.43,0.091,,,fixed-payments,working-capital,3,1
34,1b89af58-302d-4157-8029-23dd4619e307,2022-02-09,1ae34be0-3cc7-469f-b2f3-0ae307a39d6a,2022-02-14,30,0.25,7b30fdcd-acd3-4e08-8586-4c64fea9be82,180,1000000.0,0.191,3620.0,4400.0,0.121,,,revenue-based-capped,working-capital,3,1
35,1908e6ea-99c6-497c-a8fc-e78c681784ab,2022-07-12,01073919-3fd3-48ac-952d-add3b99d5c1b,2022-07-19,30,0.42,d0309477-583e-494b-a0af-054a20af134f,270,24000000.0,0.0,111276.0,111276.0,0.0972,,rp,fixed-payments,working-capital,0,1
36,06a718fd-062f-4f1c-97bc-41be73d5613c,2022-02-11,a395b737-00e3-404f-8050-8901c3ccfc16,2022-02-23,30,0.5,63f9a042-915a-4d4a-a33a-301b916fc071,210,1400000.0,0.3,6500.0,7900.0,0.112,,,revenue-based-capped,working-capital,2,1
37,e56424f7-4b30-4cfe-91b5-95fcd215c763,2021-12-27,b87f4e31-8d29-42a5-924b-b4b571c9ad42,2022-01-04,45,0.3333,bd7abb35-dfc3-4e51-b8f2-cee9e0071534,120,7500000.0,0.0,45581.67,45581.67,0.081,,,fixed-payments,working-capital,1,1
38,527bbeff-34ed-43a2-898d-461c9dea201b,2021-12-29,e9f5ee06-9029-4a49-923f-995829b39b8c,2022-01-04,30,1.0,f344121d-643c-4a24-9cef-76709217492b,150,1500000.0,0.0,28500.0,28500.0,0.083,fd2d90a5-5811-4825-8439-61092fc035f8,,fixed-payments,working-capital,3,1
39,12421f20-29d5-4e1d-9629-f435145c675b,2022-05-13,d1b258d1-9f86-4139-b9ce-de1d33e3434f,2022-05-23,30,0.35,81dc1c6e-3898-46b1-a163-b0caa8306b64,300,800000.0,0.0,3300.0,3300.0,0.11,,rp,fixed-payments,working-capital,1,1
40,0399c511-76cb-4330-a429-4eeaafae21da,2022-05-19,2d7df42a-eaf3-4de9-986f-e019dc266734,,30,0.29,4bd7cbcc-6672-4869-b498-82e7d0843231,270,1040000.0,0.0,4900.0,4900.0,0.11,,rp,fixed-payments,working-capital,2,1
41,8f46839b-babf-40b6-9183-8b48269e607f,2022-03-31,7c22890d-20ff-4c06-a047-0482322561c7,2022-04-28,30,0.5,49864006-d45c-43a0-91d2-26f17bd9707d,300,20000000.0,0.0,88112.0,88112.0,0.1064,,,fixed-payments,working-capital,0,1
42,f48eaa00-c6c9-4cd1-b162-e43637383077,2022-04-04,d0ec4b3d-1b03-4797-b753-84804538b1b4,2022-04-13,30,0.35,fd4cdc56-b9fb-48f8-ae78-0bac87ec7a51,270,1850000.0,0.0,8600.0,8600.0,0.1098,,,fixed-payments,working-capital,2,1
43,cd4e70b7-2f05-4672-91b4-e3c1909e8b5d,,a0c031c9-dc3f-4146-b2b9-a0dd8f721340,,30,0.25,c47254e3-52ca-4927-999c-72a59903ee72,300,770000.0,0.24,3150.0,4150.0,0.1035,,rp,revenue-based-capped,working-capital,3,1
44,9d9f576c-392f-4e6a-946a-4164e7e9f0af,2022-04-13,df4debd3-cecc-4c7f-a967-396a39cec358,,30,0.4,7edc83a4-b6d5-4b7a-8772-90e3430c2778,240,500000.0,0.0,4200.0,4200.0,0.075,82bbc238-1b52-45c8-a536-a7505005e385,,fixed-payments,working-capital,2,1
45,6adc8373-f527-473c-8d07-6a4dde2c292c,2022-01-27,98caceea-29d7-427e-a534-84e43a95fd03,2022-02-08,30,0.33333,8ee8b2a5-2725-456f-8556-34711166fa69,240,840000.0,0.0,3250.0,3250.0,0.129,,,fixed-payments,working-capital,1,1
46,e86d9b55-7811-4783-9055-2edd974ee17f,2022-01-31,c3387258-9ad3-4fc4-887c-34f0f4cf5e0a,2022-02-28,45,0.5,8d3627f3-5976-4e07-a2a5-d836738faa75,270,500000.0,0.0,2281.49,2281.49,0.141,,,fixed-payments,working-capital,1,0
47,4a6bc6ae-85db-4258-b725-15189e59dbcc,2021-12-27,686aac8f-3737-4876-99c8-e9828fca417a,2022-01-26,60,0.5,83458d42-3e7f-439e-9549-2eeacd0abf6c,180,10000000.0,0.0,91296.67,91296.67,0.0824,,,fixed-payments,sales-advancement,0,1
48,c7267d94-3eee-4769-8965-8b852eff580e,2022-02-22,61c43c49-4a21-4362-9b1a-89de755bc8d6,2022-03-02,30,0.4,21bc1c99-4668-4aa4-a16b-d1435906b17b,210,2100000.0,0.25,8650.0,12000.0,0.116,,,revenue-based-capped,working-capital,2,1
49,88276683-3c99-4305-9418-53a172987a69,2022-02-10,532ced59-1bcc-4b00-a8fb-3c812c9bc417,2022-02-16,30,0.43,37636954-1c67-4032-9f0f-ef0db58cc4dd,270,760000.0,0.19,3350.0,4350.0,0.11,,,revenue-based-capped,working-capital,2,1
50,078294d3-5685-4a5a-8ca9-1559cc4abb95,2022-01-07,fff98a62-05b3-4628-aa5b-c0898ebf5bd6,2022-01-20,30,0.4,a2ca0703-1dc0-4e97-8705-c577d726c4ec,120,2000000.0,0.0,13227.0,13227.0,0.09,,,fixed-payments,working-capital,1,1
51,dede89b6-8999-4427-a876-26276c693dba,2022-01-31,4733606c-8818-4e7d-9f99-422ebb9b5d4a,2022-02-15,30,0.5,3f7f25db-f9ca-4f6d-ad46-f2b9a1f17196,60,2000000.0,0.0,23775.0,23775.0,0.06,,,fixed-payments,working-capital,0,1
52,05625e50-5f1d-4fc4-a2a7-873456ae9bd9,2022-01-20,d8b21a23-d5d6-429f-b5a7-b51f13f583bd,2022-02-18,30,0.3333,b00c68bb-aad8-4803-91fd-63bc72a7d1eb,210,600000.0,0.0,2500.0,2500.0,0.122,,,fixed-payments,working-capital,2,1
53,91c6f974-d659-4df2-901b-6355e1648579,2022-01-13,4c94ffed-ce49-49d0-9e6a-c98435eb4b1c,2022-01-20,30,0.5,a8b59c01-5ced-4eab-b1c7-873ae56d1ac5,150,5000000.0,0.0,31000.0,31000.0,0.085,,,fixed-payments,working-capital,2,1
54,74a278ee-cb9c-43f6-be05-5dc6c0e9aac2,2021-12-01,a1085b17-dcda-4906-9d31-71cd7c2827f8,2021-12-13,30,0.25,576c1205-3105-482b-89c1-e5513eec671d,180,2000000.0,0.0,8200.0,8200.0,0.105,,,fixed-payments,working-capital,2,1
55,2a7f6785-63c1-43db-b14e-f02372aa2330,2021-11-17,27a3755a-2e6c-45b7-a11d-b40ead348425,2021-11-19,60,0.5,25630d1c-d8b7-40d3-9205-37abc3a54905,150,10000000.0,0.0,75888.89,75888.89,0.08,,,fixed-payments,working-capital,0,1
56,981e033b-f324-4dde-8e3f-7b1a0dc838e7,2021-11-18,e61ca322-7dd7-4e3f-9a11-8e8b971b963d,2021-12-03,30,0.3,4f5c332e-0b20-4428-88a5-d2b21f8f77b7,150,280000.0,0.0,1340.0,1340.0,0.134,,,fixed-payments,working-capital,2,1
57,02ac768c-8339-4a31-bdaa-e1ad81415a0a,2022-05-17,686aac8f-3737-4876-99c8-e9828fca417a,2022-05-27,60,0.5,76ffce7a-8373-4d1a-a2d8-dcd9cea54f22,180,15000000.0,0.0,136750.0,136750.0,0.081,,cs,fixed-payments,sales-advancement,0,1
58,220a2e6c-2c07-4331-80ba-141f4ea7a393,2021-11-01,470e25ec-c2db-407a-8482-69980ad17083,2021-11-09,60,0.5,b0b4dbfa-bd5e-4b15-a463-58ece6636576,90,2000000.0,0.0,24026.67,24026.67,0.07,,,fixed-payments,working-capital,4,0
59,7a7e3263-ea6b-4c82-b013-21a790472ffb,2021-09-23,dd0b223b-14bb-4146-99b6-91fb1fe4fcd6,2021-09-27,30,0.4,773b9fd2-e689-4cf3-9ade-9bb100d247fc,210,2500000.0,0.19,9600.0,12300.0,0.119,,,revenue-based-capped,working-capital,1,1
60,be104c41-219d-4e39-8de2-d8cb2b3f36d5,2021-09-28,1bc06e39-7c05-42da-9823-c6c9d82dbe89,2021-10-21,30,0.3,15559bcf-b253-46be-8721-d61674fd6d83,180,7900000.0,0.0,33000.0,33000.0,0.1,,,fixed-payments,working-capital,1,1
61,9b9ea212-415b-42d1-a962-dfd1e3675822,2021-09-29,4834f22a-d703-4e85-9480-ce623662672d,2021-10-06,30,0.3,8494b82a-b7a3-4555-99f9-b1e6a32880b7,180,3000000.0,0.155,13800.0,13800.0,0.105,,,fixed-payments,working-capital,2,1
62,350efc30-37c1-49bd-9a8e-c6ad43862485,2021-09-30,3be7a4c1-e278-4758-871a-4a8692d966b4,2021-10-19,30,0.4,be38284e-be05-4b86-bded-9ba31d046697,210,300000.0,0.24,1300.0,1300.0,0.15,,,fixed-payments,working-capital,1,0
63,de0fae28-2390-447d-b8dc-c5a8b1880617,2021-09-30,1035cf8b-fb0f-4857-8821-5f235fea5e1f,2021-10-01,60,0.5,dd337eea-4ef4-4666-bc1e-9b3757e60900,270,5000000.0,0.3,26700.0,26700.0,0.101,,,fixed-payments,working-capital,3,0
64,e39550b2-b028-4cb9-ab09-ace4204afba9,2021-11-03,97fdda13-101c-4056-806d-d5168b1cf966,2021-11-05,30,1.0,68410cf3-d004-42b3-ba69-29445d09ab8a,360,8000000.0,0.0,27900.0,27900.0,0.14,,,fixed-payments,working-capital,2,1
65,8bab523e-638d-4e55-85c1-e289f381917d,2022-01-27,59eff6b7-639e-48cb-96c1-6940e6c70b8a,2022-02-03,30,0.38,8127b3d6-ef64-45e0-b0f6-d8f117ab13c7,300,400000.0,0.0,1720.0,1720.0,0.11,,,fixed-payments,working-capital,1,1
66,29da0a72-ec45-454e-a464-d10f511c1c7b,2021-05-12,1e48d4fc-ca77-4dd1-b927-68ea77611014,2021-07-01,30,0.25,ed865e6e-9e3b-4f90-ab13-60ef115a3d5c,300,1078561.0,0.076,5225.0,5225.0,0.104,,,revenue-based-capped,working-capital,1,1
67,23afe70a-13a5-4e9a-99ab-c0ba8212a089,2022-07-20,370dc4de-0ea4-4ae7-9c6b-94f03508c47f,2022-07-22,45,0.6,1dd51835-4a2e-4c0a-ba5a-6dc83ee1e7a0,480,6000000.0,0.0,34500.0,34500.0,0.137,1d58a832-99c1-400f-9411-5b7aed826ba5,rp,fixed-payments,working-capital,2,1
68,3a96285d-afdf-4f76-a216-cee64106c7f5,2022-01-27,11f47902-62fa-4590-8892-f0c5ff0a7933,2022-02-03,30,0.5,d0715d15-26ab-4722-ad8b-7a3bddc8e39a,180,1000000.0,0.037,4500.0,5700.0,0.105,,,revenue-based-capped,working-capital,1,1
69,0bd8da16-20d3-4fc5-8cd4-db9f7a530a26,2022-07-12,31755056-f575-470a-bb82-dbaf94bf48e8,2022-07-18,60,1.0,793f6871-9fb8-4d65-91a3-e3d6547998aa,150,15000000.0,0.0,199000.0,199000.0,0.0715,,rp,fixed-payments,working-capital,1,1
70,2a12fab5-329b-4888-b46c-03b853ba84a0,2022-02-01,90e1fd58-27f1-4f90-bebc-b44e2002a02f,2022-02-04,30,0.5,c13bb99c-7ad2-4f14-ba97-1e5fa93c0f42,210,2500000.0,0.06,10150.0,12800.0,0.105,,,revenue-based-capped,working-capital,2,1
71,693e94cf-0342-439a-85f2-c649486789d8,2022-02-16,14cd9487-9686-4315-a5b9-0d305aebd7bd,2022-03-11,30,0.37,f550932d-118c-4f7a-81cf-b9e4de486bf5,210,540000.0,0.05,1800.0,2440.0,0.12,,,revenue-based-capped,working-capital,1,1
72,ad6da895-15f6-4d14-97fa-32d2aa78851b,2022-07-29,c984abcf-f5ce-4cc1-83c3-d030d16e0850,,30,0.4,ac7a0168-9499-4be0-a8dc-c87273565562,270,300000.0,0.0,1434.0,1434.0,0.127,,rp,fixed-payments,working-capital,1,1
73,d6edea86-95ba-427d-98fd-322ab1b3e11d,2022-07-18,0245ca7d-10f2-496d-834b-b766d171d055,2022-07-25,30,0.5,7ba78d4d-3ffc-406d-9016-80be38afdfd3,330,6000000.0,0.0,62000.0,62000.0,0.0875,b8de5061-3953-4e1c-8113-102cc9182b35,rp,fixed-payments,working-capital,4,1
74,787c39e5-b747-4744-b034-53f8473512df,2021-01-08,c7bda57d-2266-421f-8fea-0c1da602df44,2021-02-26,30,0.25,e179c571-8a7b-405d-94dd-dc7f679751af,330,309477.0,0.072,1110.09,1404.81,0.15,,,revenue-based-capped,working-capital,1,0
75,2e7cb80e-e60a-4549-8923-ef09382a9a0f,2021-07-02,b6407b40-93b7-4b68-9565-59ddef755041,2021-07-16,30,0.34,789e172c-3c39-4125-bba9-d3d06242d150,300,8000000.0,0.224,29500.0,38900.0,0.1165,,,revenue-based-capped,working-capital,2,0
76,5b41a5db-10b8-498f-9537-83b296e09a6d,2022-03-22,321d74a7-c2d1-4858-b386-a19b96b9ac6d,2022-03-31,30,0.3,b5b0f31f-60bd-44a8-8ae5-14a9e2fb0c4c,270,9500000.0,0.0,44000.0,44000.0,0.09,,,fixed-payments,working-capital,4,1
77,219b0cb9-7de2-48b7-b9a1-a29544f9780f,2022-05-13,fe9fbef7-1fb3-44d8-909a-3fa70b547fbf,2022-05-27,30,0.4,5b9bcfd3-d467-46d2-96b1-1325e1a41802,210,3300000.0,0.167,18500.0,22000.0,0.082,,cs,revenue-based-capped,working-capital,2,1
78,1021d358-8d0b-4238-998b-22dc4579d119,2022-06-06,41adb2ff-e8e6-4608-ad69-66aad0d77f5d,2022-06-13,30,0.4,9886c4ea-b414-4fb9-9db3-b6884093a364,210,2100000.0,0.0,12750.0,12750.0,0.09,,rp,fixed-payments,working-capital,2,1
79,b72f4bdf-58f3-41fd-9647-3b2755170018,2022-06-17,f80af988-0852-45b2-b5c7-eb05dd378ffa,2022-06-27,60,0.4,e4590bce-3e7b-40c1-aa4a-89c4cce67b86,240,20000000.0,0.0,123279.0,123279.0,0.0944,,rp,fixed-payments,working-capital,2,1
80,dd9fbfac-d0ae-4ed9-8f91-775b4848604a,2021-09-27,b1fe96ab-d300-4c96-b714-859b11ddb755,2021-10-05,30,0.36,bcfd5a08-0886-4500-baec-771b554cb849,210,510000.0,0.12,1800.0,2400.0,0.15,,,revenue-based-capped,working-capital,1,1
81,03129443-fed7-40d3-8af9-94b720ce3477,2021-09-29,7a221111-b6f1-4534-8131-a14e142fc415,2021-10-15,30,0.375,c7634b2e-2fa0-4b71-95e9-864dbe8d6bcf,180,3000000.0,0.1,11500.0,18000.0,0.11,36a74712-4c85-4597-bc61-7ba89e34c5a9,,revenue-based-capped,working-capital,0,0
82,6eee72bb-54cf-4ed4-9255-90997bfe3fcc,2022-04-28,27a3755a-2e6c-45b7-a11d-b40ead348425,,60,0.5,6e741ab6-89e6-458e-b019-6b695f7b95e5,240,14000000.0,0.0,116786.89,116786.89,0.08,,pandemic,fixed-payments,working-capital,0,1
83,e51eb7b8-2de4-4768-8430-eba1bcf758d4,2022-05-26,dc8a76c2-ee41-4577-a193-ccfd5789b4f0,2022-06-07,30,0.25,181e1429-9f81-4231-89d4-edaa3958bcb1,300,1750000.0,0.24,7400.0,8600.0,0.103,,rp,revenue-based-capped,working-capital,7,1
84,1b437e27-698a-4dc4-8447-3572b0b59769,2022-05-13,fd5eef03-d376-4af4-9dff-d8babe94a852,2022-05-23,45,0.3,aae7bfd1-0403-4def-878a-f14706b2ef77,270,1800000.0,0.19,8000.0,10200.0,0.1083,,rp,revenue-based-capped,working-capital,1,1
85,f50f1494-3051-40ca-ab81-a01428c10b38,2022-06-06,0ed1f10a-d732-4466-b1a6-59f84cc55f3a,2022-06-13,30,0.4,96da1301-683c-4b37-965e-39e8ba7e1e8f,270,2800000.0,0.135,11100.0,15000.0,0.1085,,rp,revenue-based-capped,working-capital,1,1
86,b2a8f711-e331-4bfd-a270-4f7c94c0cd51,2022-06-16,66dc9b84-a280-4ca8-909d-526bd3407054,2022-06-23,30,0.4,d4dc44b5-ce0b-4f2d-8f18-77dbc2cef180,270,1200000.0,0.0,5600.0,5600.0,0.113,,rp,fixed-payments,working-capital,2,1
87,5300b51c-242b-4b4a-8a99-60a3480219cd,2022-05-20,16016283-dba4-428f-9c8d-ff5341e5a899,2022-05-31,30,0.3,fa932d56-5241-4845-b727-089ce2245887,270,1700000.0,0.056,7100.0,8400.0,0.107,,rp,revenue-based-capped,working-capital,1,1
88,01386f13-6bbe-4003-830d-9c5351210707,2021-11-23,2764c80f-4427-4234-87fc-ef4ae70bc692,2021-11-29,30,1.0,de434052-3f00-45d7-84de-d2ba9de9cf94,240,100000.0,0.1,468.0,530.0,0.1,,,revenue-based-capped,working-capital,2,1
89,9e9eae5f-43a2-44a5-a323-f3a865203e42,2021-12-02,b2a87ab4-b13b-491e-9241-03f9e29bbc93,2021-12-21,30,0.6,ff1963b6-45af-4217-81c8-5cc1cb022fc8,210,100000.0,0.105,1570.0,1790.0,0.12,8c8c6082-b994-49f2-b5f4-eae1feac3119,,revenue-based-capped,working-capital,1,0
90,134ffede-00eb-4887-a1a8-c78b64784b3e,2022-05-10,3ac7d319-a575-48ec-bea5-c14d11b6ed35,2022-05-17,60,0.38,e1bb5582-0e0e-41ff-8d00-9ae6f6c814c3,240,8000000.0,0.0,58617.0,58617.0,0.0854,,pandemic,fixed-payments,sales-advancement,0,1
